izq,izq_title,der,der_title,conf,supp,lift,conv
103042,Man of Steel (2013),59315,Iron Man (2008),0.71,0.0,12.44,3.21
2409,Rocky II (1979),1954,Rocky (1976),0.8,0.01,12.41,4.58
5498,Red Beard (Akahige) (1965),2019,Seven Samurai (Shichinin no samurai) (1954),0.85,0.0,12.36,6.27
110102,Captain America: The Winter Soldier (2014),59315,Iron Man (2008),0.7,0.0,12.33,3.15
746,Force of Evil (1948),913,"Maltese Falcon, The (1941)",0.85,0.0,12.24,6.1
45499,X-Men: The Last Stand (2006),6333,X2: X-Men United (2003),0.72,0.01,12.14,3.38
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",2019,Seven Samurai (Shichinin no samurai) (1954),0.83,0.0,12.09,5.57
7924,Stray Dog (Nora inu) (1949),2019,Seven Samurai (Shichinin no samurai) (1954),0.83,0.0,12.07,5.53
5816,Harry Potter and the Chamber of Secrets (2002),4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),0.77,0.04,12.06,4.15
1068,Crossfire (1947),913,"Maltese Falcon, The (1941)",0.83,0.0,12.04,5.58
2905,Sanjuro (Tsubaki Sanjûrô) (1962),2019,Seven Samurai (Shichinin no samurai) (1954),0.83,0.01,12.03,5.44
7216,High Sierra (1941),913,"Maltese Falcon, The (1941)",0.83,0.0,11.95,5.4
2953,Home Alone 2: Lost in New York (1992),586,Home Alone (1990),0.71,0.01,11.87,3.22
1069,"Murder, My Sweet (1944)",913,"Maltese Falcon, The (1941)",0.82,0.0,11.84,5.17
1014,Pollyanna (1960),1028,Mary Poppins (1964),0.7,0.0,11.84,3.17
7217,Dark Passage (1947),913,"Maltese Falcon, The (1941)",0.81,0.0,11.74,4.97
27731,"Cat Returns, The (Neko no ongaeshi) (2002)",5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.9,0.0,11.65,9.36
970,Beat the Devil (1953),913,"Maltese Falcon, The (1941)",0.79,0.0,11.47,4.52
26903,Whisper of the Heart (Mimi wo sumaseba) (1995),5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.88,0.0,11.4,7.83
8199,Ugetsu (Ugetsu monogatari) (1953),2019,Seven Samurai (Shichinin no samurai) (1954),0.78,0.0,11.33,4.24
72356,Partly Cloudy (2009),60069,WALL·E (2008),0.72,0.0,11.31,3.3
6273,In a Lonely Place (1950),913,"Maltese Falcon, The (1941)",0.78,0.0,11.31,4.28
67408,Monsters vs. Aliens (2009),60069,WALL·E (2008),0.72,0.0,11.29,3.29
7894,"Duck, You Sucker (a.k.a. Fistful of Dynamite, A) (Giù la testa) (1971)",1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",0.9,0.0,11.21,9.04
929,Foreign Correspondent (1940),913,"Maltese Falcon, The (1941)",0.77,0.0,11.14,4.07
8607,Tokyo Godfathers (2003),5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.86,0.0,11.14,6.68
6412,Destry Rides Again (1939),913,"Maltese Falcon, The (1941)",0.77,0.0,11.12,4.05
26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.86,0.01,11.11,6.56
26082,Harakiri (Seppuku) (1962),2019,Seven Samurai (Shichinin no samurai) (1954),0.76,0.0,11.1,3.96
65261,Ponyo (Gake no ue no Ponyo) (2008),5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.86,0.01,11.09,6.49
87222,Kung Fu Panda 2 (2011),60069,WALL·E (2008),0.7,0.0,11.09,3.15
2066,Out of the Past (1947),913,"Maltese Falcon, The (1941)",0.77,0.0,11.08,4.0
7766,Throne of Blood (Kumonosu jô) (1957),2019,Seven Samurai (Shichinin no samurai) (1954),0.76,0.0,11.07,3.92
1223,"Grand Day Out with Wallace and Gromit, A (1989)",745,Wallace & Gromit: A Close Shave (1995),0.76,0.03,10.96,3.89
26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.85,0.01,10.96,6.07
7215,To Have and Have Not (1944),913,"Maltese Falcon, The (1941)",0.76,0.0,10.93,3.83
5017,"Big Heat, The (1953)",913,"Maltese Falcon, The (1941)",0.76,0.0,10.92,3.81
7926,High and Low (Tengoku to jigoku) (1963),2019,Seven Samurai (Shichinin no samurai) (1954),0.75,0.0,10.91,3.75
2204,Saboteur (1942),913,"Maltese Falcon, The (1941)",0.75,0.0,10.9,3.79
6713,Millennium Actress (Sennen joyû) (2001),5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.84,0.0,10.87,5.79
4426,Kiss Me Deadly (1955),913,"Maltese Falcon, The (1941)",0.75,0.0,10.84,3.73
3334,Key Largo (1948),913,"Maltese Falcon, The (1941)",0.75,0.01,10.83,3.72
1943,"Greatest Show on Earth, The (1952)",920,Gone with the Wind (1939),0.7,0.0,10.83,3.15
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.83,0.02,10.77,5.53
34437,Broken Flowers (2005),6711,Lost in Translation (2003),0.76,0.01,10.75,3.85
7983,Broadway Danny Rose (1984),1230,Annie Hall (1977),0.89,0.0,10.73,8.23
6643,Tokyo Story (Tôkyô monogatari) (1953),2019,Seven Samurai (Shichinin no samurai) (1954),0.74,0.0,10.71,3.55
83132,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.83,0.0,10.71,5.39
1284,"Big Sleep, The (1946)",913,"Maltese Falcon, The (1941)",0.74,0.02,10.71,3.6
3364,"Asphalt Jungle, The (1950)",913,"Maltese Falcon, The (1941)",0.74,0.0,10.69,3.59
2182,"Wrong Man, The (1956)",913,"Maltese Falcon, The (1941)",0.74,0.0,10.69,3.58
7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.82,0.01,10.66,5.27
3030,Yojimbo (1961),2019,Seven Samurai (Shichinin no samurai) (1954),0.73,0.02,10.66,3.5
85414,Source Code (2011),79132,Inception (2010),0.82,0.01,10.6,5.19
1375,Star Trek III: The Search for Spock (1984),1374,Star Trek II: The Wrath of Khan (1982),0.71,0.02,10.6,3.26
8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",913,"Maltese Falcon, The (1941)",0.73,0.01,10.58,3.48
43460,Tristram Shandy: A Cock and Bull Story (2005),6711,Lost in Translation (2003),0.75,0.0,10.57,3.66
1943,"Greatest Show on Earth, The (1952)",1250,"Bridge on the River Kwai, The (1957)",0.73,0.0,10.56,3.42
7210,My Darling Clementine (1946),913,"Maltese Falcon, The (1941)",0.73,0.0,10.55,3.46
31660,Steamboy (Suchîmubôi) (2004),5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.82,0.0,10.55,5.02
7943,"Killers, The (1946)",913,"Maltese Falcon, The (1941)",0.73,0.0,10.51,3.42
7070,Red River (1948),913,"Maltese Falcon, The (1941)",0.73,0.0,10.48,3.39
3091,Kagemusha (1980),2019,Seven Samurai (Shichinin no samurai) (1954),0.72,0.01,10.47,3.34
2457,Running Scared (1986),2000,Lethal Weapon (1987),0.76,0.0,10.45,3.87
78349,Exam (2009),79132,Inception (2010),0.81,0.0,10.44,4.85
5825,"Life and Death of Colonel Blimp, The (1943)",913,"Maltese Falcon, The (1941)",0.72,0.0,10.44,3.36
2210,Sabotage (1936),913,"Maltese Falcon, The (1941)",0.72,0.0,10.43,3.35
942,Laura (1944),913,"Maltese Falcon, The (1941)",0.72,0.01,10.42,3.34
64285,Wallace and Gromit in 'A Matter of Loaf and Death' (2008),745,Wallace & Gromit: A Close Shave (1995),0.72,0.0,10.4,3.35
2001,Lethal Weapon 2 (1989),2000,Lethal Weapon (1987),0.76,0.03,10.4,3.81
2847,Only Angels Have Wings (1939),913,"Maltese Falcon, The (1941)",0.72,0.0,10.39,3.32
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.8,0.0,10.34,4.61
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.8,0.02,10.31,4.57
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",0.83,0.02,10.3,5.27
2206,Suspicion (1941),913,"Maltese Falcon, The (1941)",0.71,0.01,10.3,3.25
55721,Elite Squad (Tropa de Elite) (2007),6016,City of God (Cidade de Deus) (2002),0.79,0.0,10.29,4.35
2940,Gilda (1946),913,"Maltese Falcon, The (1941)",0.71,0.0,10.28,3.23
96610,Looper (2012),79132,Inception (2010),0.8,0.01,10.26,4.51
103228,Pacific Rim (2013),79132,Inception (2010),0.8,0.0,10.25,4.5
3813,Interiors (1978),1230,Annie Hall (1977),0.85,0.0,10.24,6.05
78088,Buried (2010),79132,Inception (2010),0.79,0.0,10.23,4.46
52885,Paprika (Papurika) (2006),5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.79,0.0,10.21,4.39
1929,Grand Hotel (1932),913,"Maltese Falcon, The (1941)",0.71,0.0,10.2,3.17
2922,Hang 'Em High (1968),1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",0.82,0.01,10.18,5.0
4432,Sweet Smell of Success (1957),913,"Maltese Falcon, The (1941)",0.7,0.0,10.17,3.14
973,Meet John Doe (1941),953,It's a Wonderful Life (1946),0.75,0.0,10.16,3.66
8491,White Heat (1949),913,"Maltese Falcon, The (1941)",0.7,0.0,10.15,3.13
7223,D.O.A. (1950),913,"Maltese Falcon, The (1941)",0.7,0.0,10.13,3.12
95875,Total Recall (2012),79132,Inception (2010),0.79,0.0,10.13,4.3
2204,Saboteur (1942),903,Vertigo (1958),0.8,0.0,10.13,4.64
101864,Oblivion (2013),79132,Inception (2010),0.78,0.0,10.12,4.28
3197,"Presidio, The (1988)",2000,Lethal Weapon (1987),0.74,0.0,10.11,3.51
3966,Detour (1945),913,"Maltese Falcon, The (1941)",0.7,0.0,10.11,3.1
5971,My Neighbor Totoro (Tonari no Totoro) (1988),5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.78,0.02,10.11,4.23
80489,"Town, The (2010)",79132,Inception (2010),0.78,0.01,10.07,4.21
678,Some Folks Call It a Sling Blade (1993),1358,Sling Blade (1996),0.71,0.01,10.03,3.22
3029,Nighthawks (1981),2000,Lethal Weapon (1987),0.73,0.0,10.02,3.42
84152,Limitless (2011),79132,Inception (2010),0.78,0.01,10.02,4.13
97752,Cloud Atlas (2012),79132,Inception (2010),0.78,0.0,10.01,4.12
89774,Warrior (2011),79132,Inception (2010),0.77,0.0,10.0,4.1
103253,Elysium (2013),79132,Inception (2010),0.77,0.0,9.99,4.09
89470,Contagion (2011),79132,Inception (2010),0.77,0.0,9.99,4.09
92420,Chronicle (2012),79132,Inception (2010),0.77,0.0,9.99,4.09
57504,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.77,0.0,9.96,4.02
106002,Ender's Game (2013),79132,Inception (2010),0.77,0.0,9.95,4.04
5690,Grave of the Fireflies (Hotaru no haka) (1988),5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.77,0.01,9.95,4.01
103042,Man of Steel (2013),79132,Inception (2010),0.77,0.0,9.94,4.02
90405,In Time (2011),79132,Inception (2010),0.77,0.0,9.94,4.02
102903,Now You See Me (2013),79132,Inception (2010),0.77,0.0,9.91,3.98
100383,Side Effects (2013),79132,Inception (2010),0.77,0.0,9.88,3.95
4718,American Pie 2 (2001),2706,American Pie (1999),0.71,0.01,9.88,3.25
2180,Torn Curtain (1966),903,Vertigo (1958),0.78,0.0,9.87,4.2
2181,Marnie (1964),903,Vertigo (1958),0.78,0.0,9.86,4.18
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",0.79,0.03,9.85,4.37
4055,Panic (2000),4034,Traffic (2000),0.73,0.0,9.82,3.39
94864,Prometheus (2012),79132,Inception (2010),0.76,0.0,9.81,3.85
93838,The Raid: Redemption (2011),79132,Inception (2010),0.76,0.0,9.81,3.85
78218,Unthinkable (2010),79132,Inception (2010),0.76,0.0,9.8,3.84
96811,End of Watch (2012),79132,Inception (2010),0.76,0.0,9.79,3.83
2290,Stardust Memories (1980),1230,Annie Hall (1977),0.81,0.0,9.77,4.81
91630,Mission: Impossible - Ghost Protocol (2011),79132,Inception (2010),0.76,0.01,9.75,3.78
96079,Skyfall (2012),79132,Inception (2010),0.76,0.01,9.75,3.78
5339,Husbands and Wives (1992),1230,Annie Hall (1977),0.81,0.0,9.74,4.76
85342,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),6016,City of God (Cidade de Deus) (2002),0.75,0.0,9.73,3.62
84954,"Adjustment Bureau, The (2011)",79132,Inception (2010),0.75,0.0,9.73,3.75
1223,"Grand Day Out with Wallace and Gromit, A (1989)",1148,Wallace & Gromit: The Wrong Trousers (1993),0.83,0.04,9.72,5.49
72356,Partly Cloudy (2009),79132,Inception (2010),0.75,0.0,9.71,3.73
2178,Frenzy (1972),903,Vertigo (1958),0.77,0.0,9.71,3.97
98124,"Batman: The Dark Knight Returns, Part 1 (2012)",79132,Inception (2010),0.75,0.0,9.69,3.71
54995,Planet Terror (2007),32587,Sin City (2005),0.7,0.01,9.67,3.14
109487,Interstellar (2014),79132,Inception (2010),0.75,0.01,9.66,3.68
2210,Sabotage (1936),903,Vertigo (1958),0.76,0.0,9.66,3.91
88744,Rise of the Planet of the Apes (2011),79132,Inception (2010),0.75,0.01,9.66,3.67
111759,Edge of Tomorrow (2014),79132,Inception (2010),0.75,0.01,9.65,3.67
91529,"Dark Knight Rises, The (2012)",79132,Inception (2010),0.75,0.02,9.64,3.66
89804,"Ides of March, The (2011)",79132,Inception (2010),0.75,0.0,9.63,3.64
84601,Unknown (2011),79132,Inception (2010),0.75,0.0,9.63,3.64
112623,Dawn of the Planet of the Apes (2014),79132,Inception (2010),0.75,0.0,9.63,3.64
6856,Yankee Doodle Dandy (1942),953,It's a Wonderful Life (1946),0.71,0.0,9.63,3.17
74458,Shutter Island (2010),79132,Inception (2010),0.75,0.02,9.62,3.63
2183,"Man Who Knew Too Much, The (1956)",903,Vertigo (1958),0.76,0.01,9.61,3.85
82461,Tron: Legacy (2010),79132,Inception (2010),0.74,0.0,9.61,3.61
91542,Sherlock Holmes: A Game of Shadows (2011),79132,Inception (2010),0.74,0.01,9.6,3.61
2401,Pale Rider (1985),1266,Unforgiven (1992),0.7,0.01,9.57,3.11
104879,Prisoners (2013),79132,Inception (2010),0.74,0.0,9.55,3.56
90249,Real Steel (2011),79132,Inception (2010),0.74,0.0,9.54,3.54
8157,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.74,0.0,9.53,3.51
3814,Love and Death (1975),1230,Annie Hall (1977),0.79,0.01,9.53,4.35
102445,Star Trek Into Darkness (2013),79132,Inception (2010),0.74,0.01,9.52,3.53
81788,"Next Three Days, The (2010)",79132,Inception (2010),0.74,0.0,9.52,3.52
81782,Unstoppable (2010),79132,Inception (2010),0.74,0.0,9.52,3.52
1076,"Innocents, The (1961)",903,Vertigo (1958),0.75,0.0,9.51,3.72
95510,"Amazing Spider-Man, The (2012)",79132,Inception (2010),0.74,0.0,9.49,3.5
746,Force of Evil (1948),1252,Chinatown (1974),0.83,0.0,9.49,5.29
74795,Green Zone (2010),79132,Inception (2010),0.74,0.0,9.48,3.49
929,Foreign Correspondent (1940),903,Vertigo (1958),0.75,0.0,9.48,3.69
102407,"Great Gatsby, The (2013)",79132,Inception (2010),0.74,0.0,9.48,3.48
85342,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),79132,Inception (2010),0.74,0.0,9.48,3.48
99112,Jack Reacher (2012),79132,Inception (2010),0.73,0.0,9.48,3.48
106072,Thor: The Dark World (2013),79132,Inception (2010),0.73,0.0,9.47,3.47
85510,Sucker Punch (2011),79132,Inception (2010),0.73,0.0,9.46,3.46
5177,"Magnificent Ambersons, The (1942)",923,Citizen Kane (1941),0.9,0.0,9.46,9.38
104913,Rush (2013),79132,Inception (2010),0.73,0.0,9.45,3.45
86190,Hanna (2011),79132,Inception (2010),0.73,0.0,9.45,3.45
96737,Dredd (2012),79132,Inception (2010),0.73,0.0,9.44,3.44
97306,Seven Psychopaths (2012),79132,Inception (2010),0.73,0.0,9.44,3.44
2184,"Trouble with Harry, The (1955)",903,Vertigo (1958),0.75,0.0,9.44,3.64
102125,Iron Man 3 (2013),79132,Inception (2010),0.73,0.0,9.44,3.44
87306,Super 8 (2011),79132,Inception (2010),0.73,0.0,9.44,3.44
6273,In a Lonely Place (1950),903,Vertigo (1958),0.75,0.0,9.42,3.62
103341,"World's End, The (2013)",79132,Inception (2010),0.73,0.0,9.42,3.42
87232,X-Men: First Class (2011),79132,Inception (2010),0.73,0.01,9.41,3.42
84944,Rango (2011),79132,Inception (2010),0.73,0.0,9.41,3.41
104841,Gravity (2013),79132,Inception (2010),0.73,0.01,9.41,3.41
79592,"Other Guys, The (2010)",79132,Inception (2010),0.73,0.0,9.4,3.41
52722,Spider-Man 3 (2007),5349,Spider-Man (2002),0.76,0.01,9.39,3.85
97923,Flight (2012),79132,Inception (2010),0.73,0.0,9.39,3.39
94777,Men in Black III (M.III.B.) (M.I.B.³) (2012),79132,Inception (2010),0.73,0.0,9.39,3.39
110102,Captain America: The Winter Soldier (2014),79132,Inception (2010),0.73,0.0,9.39,3.39
68347,Sin Nombre (2009),6016,City of God (Cidade de Deus) (2002),0.72,0.0,9.37,3.28
85736,BURN-E (2008),79132,Inception (2010),0.73,0.0,9.37,3.37
19,Ace Ventura: When Nature Calls (1995),344,Ace Ventura: Pet Detective (1994),0.72,0.02,9.37,3.34
7084,"Play It Again, Sam (1972)",1230,Annie Hall (1977),0.78,0.0,9.37,4.1
86644,"Fast Five (Fast and the Furious 5, The) (2011)",79132,Inception (2010),0.73,0.0,9.36,3.37
111362,X-Men: Days of Future Past (2014),79132,Inception (2010),0.73,0.0,9.36,3.36
79357,Mr. Nobody (2009),79132,Inception (2010),0.73,0.0,9.35,3.36
96655,Robot & Frank (2012),79132,Inception (2010),0.72,0.0,9.34,3.35
80219,Machete (2010),79132,Inception (2010),0.72,0.0,9.33,3.33
3802,Freejack (1992),2916,Total Recall (1990),0.71,0.0,9.32,3.16
79293,Salt (2010),79132,Inception (2010),0.72,0.0,9.29,3.3
112138,22 Jump Street (2014),79132,Inception (2010),0.72,0.0,9.29,3.3
106918,"Secret Life of Walter Mitty, The (2013)",79132,Inception (2010),0.72,0.0,9.28,3.29
2206,Suspicion (1941),903,Vertigo (1958),0.73,0.01,9.28,3.47
99813,"Batman: The Dark Knight Returns, Part 2 (2013)",79132,Inception (2010),0.72,0.0,9.27,3.28
106782,"Wolf of Wall Street, The (2013)",79132,Inception (2010),0.72,0.01,9.27,3.28
118696,The Hobbit: The Battle of the Five Armies (2014),79132,Inception (2010),0.72,0.0,9.26,3.27
91658,"Girl with the Dragon Tattoo, The (2011)",79132,Inception (2010),0.72,0.01,9.26,3.27
4426,Kiss Me Deadly (1955),1252,Chinatown (1974),0.81,0.0,9.26,4.73
87520,Transformers: Dark of the Moon (2011),79132,Inception (2010),0.72,0.0,9.25,3.26
107406,Snowpiercer (2013),79132,Inception (2010),0.72,0.0,9.25,3.26
6993,Hannah and Her Sisters (1986),1230,Annie Hall (1977),0.76,0.01,9.23,3.9
2212,"Man Who Knew Too Much, The (1934)",903,Vertigo (1958),0.73,0.0,9.23,3.41
88140,Captain America: The First Avenger (2011),79132,Inception (2010),0.71,0.01,9.22,3.24
73344,"Prophet, A (Un Prophète) (2009)",6016,City of God (Cidade de Deus) (2002),0.71,0.0,9.22,3.14
4432,Sweet Smell of Success (1957),1252,Chinatown (1974),0.8,0.0,9.22,4.65
93363,John Carter (2012),79132,Inception (2010),0.71,0.0,9.21,3.23
2511,"Long Goodbye, The (1973)",1252,Chinatown (1974),0.8,0.0,9.21,4.64
5177,"Magnificent Ambersons, The (1942)",903,Vertigo (1958),0.73,0.0,9.21,3.39
84392,"Lincoln Lawyer, The (2011)",79132,Inception (2010),0.71,0.0,9.21,3.23
80463,"Social Network, The (2010)",79132,Inception (2010),0.71,0.02,9.21,3.22
2204,Saboteur (1942),908,North by Northwest (1959),0.85,0.0,9.2,6.07
98809,"Hobbit: An Unexpected Journey, The (2012)",79132,Inception (2010),0.71,0.01,9.17,3.19
81932,"Fighter, The (2010)",79132,Inception (2010),0.71,0.01,9.17,3.19
91535,"Bourne Legacy, The (2012)",79132,Inception (2010),0.71,0.0,9.17,3.19
79720,Animal Kingdom (2010),79132,Inception (2010),0.71,0.0,9.16,3.18
88129,Drive (2011),79132,Inception (2010),0.71,0.01,9.16,3.18
5333,Bob le Flambeur (1955),903,Vertigo (1958),0.72,0.0,9.15,3.34
108932,The Lego Movie (2014),79132,Inception (2010),0.71,0.0,9.14,3.17
115569,Nightcrawler (2014),79132,Inception (2010),0.71,0.0,9.14,3.17
86911,"Hangover Part II, The (2011)",79132,Inception (2010),0.71,0.0,9.14,3.17
52241,"Lookout, The (2007)",48516,"Departed, The (2006)",0.72,0.0,9.13,3.28
97913,Wreck-It Ralph (2012),79132,Inception (2010),0.71,0.0,9.12,3.15
79702,Scott Pilgrim vs. the World (2010),79132,Inception (2010),0.71,0.01,9.12,3.15
102123,This Is the End (2013),79132,Inception (2010),0.71,0.0,9.11,3.14
106489,"Hobbit: The Desolation of Smaug, The (2013)",79132,Inception (2010),0.71,0.0,9.1,3.14
7070,Red River (1948),903,Vertigo (1958),0.72,0.0,9.1,3.29
3429,Creature Comforts (1989),1148,Wallace & Gromit: The Wrong Trousers (1993),0.78,0.01,9.1,4.16
77866,Robin Hood (2010),79132,Inception (2010),0.71,0.0,9.09,3.13
106916,American Hustle (2013),79132,Inception (2010),0.7,0.0,9.09,3.13
81229,Red (2010),79132,Inception (2010),0.7,0.0,9.08,3.12
90439,Margin Call (2011),79132,Inception (2010),0.7,0.0,9.07,3.11
929,Foreign Correspondent (1940),908,North by Northwest (1959),0.84,0.0,9.06,5.6
97938,Life of Pi (2012),79132,Inception (2010),0.7,0.01,9.06,3.1
90057,Take Shelter (2011),79132,Inception (2010),0.7,0.0,9.05,3.09
96811,End of Watch (2012),48516,"Departed, The (2006)",0.71,0.0,9.04,3.2
7943,"Killers, The (1946)",1252,Chinatown (1974),0.79,0.0,9.04,4.31
931,Spellbound (1945),903,Vertigo (1958),0.71,0.01,9.03,3.23
80489,"Town, The (2010)",48516,"Departed, The (2006)",0.71,0.01,9.02,3.18
55290,Gone Baby Gone (2007),48516,"Departed, The (2006)",0.71,0.01,9.02,3.18
745,Wallace & Gromit: A Close Shave (1995),1148,Wallace & Gromit: The Wrong Trousers (1993),0.77,0.05,9.0,4.02
62374,Body of Lies (2008),48516,"Departed, The (2006)",0.71,0.0,9.0,3.16
49822,"Good Shepherd, The (2006)",48516,"Departed, The (2006)",0.71,0.0,9.0,3.16
2921,High Plains Drifter (1973),1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",0.72,0.01,9.0,3.29
1068,Crossfire (1947),1252,Chinatown (1974),0.78,0.0,8.99,4.23
25940,"Lady from Shanghai, The (1947)",903,Vertigo (1958),0.71,0.0,8.99,3.19
1963,Take the Money and Run (1969),1230,Annie Hall (1977),0.74,0.01,8.98,3.58
1078,Bananas (1971),1230,Annie Hall (1977),0.74,0.01,8.98,3.58
1244,Manhattan (1979),1230,Annie Hall (1977),0.74,0.03,8.98,3.58
